epoch,train_loss,train_acc,test_loss,test_acc
1,1.6110741744911468,20.85229623500207,1.6118866062164308,20.0
2,1.6044283338849783,21.224658667769962,1.6198751792907715,20.8
3,1.5478873427465625,28.506412908564336,1.6232377853393554,21.2
